23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
23.0	296.1	73.4
23.0	296.1	73.4
22.0	295.1	71.6
22.0	295.1	71.6
23.0	296.1	73.4
23.0	296.1	73.4
22.0	295.1	71.6
22.0	295.1	71.6
23.0	296.1	73.4
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
23.0	296.1	73.4
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
22.0	295.1	71.6
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
23.0	296.1	73.4
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
24.0	297.1	75.2
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
25.0	298.1	77.0
26.0	299.1	78.8
26.0	299.1	78.8
26.0	299.1	78.8
27.0	300.1	80.6
27.0	300.1	80.6
27.0	300.1	80.6
27.0	300.1	80.6
27.0	300.1	80.6
28.0	301.1	82.4
28.0	301.1	82.4
28.0	301.1	82.4
28.0	301.1	82.4
28.0	301.1	82.4
28.0	301.1	82.4
29.0	302.1	84.2
29.0	302.1	84.2
29.0	302.1	84.2
29.0	302.1	84.2
29.0	302.1	84.2
29.0	302.1	84.2
29.0	302.1	84.2
29.0	302.1	84.2
29.0	302.1	84.2
29.0	302.1	84.2
29.0	302.1	84.2
29.0	302.1	84.2
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
30.0	303.1	86.0
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
31.0	304.1	87.8
32.0	305.1	89.6
32.0	305.1	89.6
32.0	305.1	89.6
32.0	305.1	89.6
32.0	305.1	89.6
32.0	305.1	89.6
32.0	305.1	89.6
